Datetime,ID,Text
2020-10-05 16:56:57,1313161265234227200,You cannot have peace in a region where a country has such unhealthy territorial ambitions as #Armenia. Take a look… https://t.co/f0x985rNbB
2020-10-05 16:56:57,1313161264726790146,RT @Aziza78847941: Evidence of Armenia's attack on Azerbaijan's critical civilian infrastructure. The rocket landed near the power block in…
2020-10-05 16:56:56,1313161261715259392,"RT @LukeDCoffey: 🚨Azerbaijani cities of Ganja &amp; Mingachevir under attack *again* by Armenia. Both cities are far from the frontlines. 

✔️G…"
2020-10-05 16:56:56,1313161261392240640,"RT @vekilzadevusale: ❗️Ganja city of Azerbaijan (500,000 residents), 60 km from the frontline with Armenia is being under missile attack fr…"
2020-10-05 16:56:56,1313161259538436107,"RT @ishaantharoor: .@ElinSuleymanov, Azerbaijan's US ambassador, rejected reports of foreign fighters joining his country's battles against…"
2020-10-05 16:56:56,1313161259123191815,"2 schoolchildren,as  members of one destroyed family,were killed  by Armenian forces' attack to our shell village o… https://t.co/9ZvOxoMiwD"
2020-10-05 16:56:55,1313161255763542019,"RT @AzerbaijanMFA: Elshan Ibrahimov (26) and Ayan Ibrahimov (5), both heavily injured after one of the 3 missiles launched by occupying for…"
2020-10-05 16:56:55,1313161254517780481,"RT @ArmenianUnified: Since the very first day of the aggression unleashed by #Azerbaijan, the Azerbaijani Armed Forces have been targeting…"
2020-10-05 16:56:55,1313161254333276160,"RT @Jan_Pawlicki: Dobrze wiedzieć, że współczesna Armenia, to w rzeczywistości jej wschodnia część, a historyczne ziemie Ormian leżą w Turc…"
2020-10-05 16:56:54,1313161253741834242,"RT @HikmetHajiyev: NOW: Armenian armed forces are attacking densely populated civilian areas in Ganja, Barda, Beylagan and some other citie…"
2020-10-05 16:56:54,1313161252789723140,"@ghulijoghlian @tadevosian_mane @VRSoloviev 1) Azerbaijan has always spread the right news!2) If there is a liar, i… https://t.co/UolqK0w6uS"
2020-10-05 16:56:53,1313161247983050752,"I completely forgot that there is incredibly bad blood between the Turks and Armenians.

If Armenia finds itself oc… https://t.co/bvjIi1LhQn"
2020-10-05 16:56:53,1313161246070505472,"RT @TRTWorldNow: International community stayed silent during occupation of Karabakh, massacres by Armenia – Turkish President Erdogan http…"
2020-10-05 16:56:52,1313161245206499334,RT @Aliyevlover: Artsakh is Armenia.
2020-10-05 16:56:52,1313161243478446082,"RT @geertwilderspvv: Stop the islamic aggression from #Azerbaijan thugs supported by Turkish dictator #Erdogan, and support our Christian #…"
2020-10-05 16:56:51,1313161239925796866,"RT @ayten836312: Hikmet Hajiyev, spokesman for the Azerbaijani Presidency, twitted: “Indiscriminate Missile attacks are launched against Ga…"
2020-10-05 16:56:51,1313161237522456583,"RT @ManeAdamian: ❗️🇦🇲🇪🇺
48 Members of the European Parliament sent a letter to @JosepBorrellF condemning #Azerbaijan's aggression against #…"
2020-10-05 16:56:50,1313161233797910528,"RT @HikmetHajiyev: Intensive missile/rocket attacks by Armenia against Ganja, Mingachevir, Barda,Tartar and other major cities of Azerbaija…"
2020-10-05 16:56:49,1313161232778575878,RT @5AM_K: الجالية الأرمينية في #إسبانيا تناشد حكومة مدريد بالتدخل الفوري والعاجل لردع #تركيا والحيلولة دون وقوع مجزرة أخرى لـ #الأرمن بحسب…
2020-10-05 16:56:49,1313161231453175808,RT @Magooa_: Evidence of Armenia's attack on Azerbaijan's critical civilian infrastructure. The rocket landed near the power block in Minga…
2020-10-05 16:56:49,1313161230094229506,"RT @erikhalvorsen18: @JoyceWhiteVance * trump urged Neo Nazis to “stand by”

* trump’s own Nat Sec advisers warn he is a threat 

* Pompeo…"
2020-10-05 16:56:49,1313161229331058689,"RT @afagerbakke: 🇹🇷 Turkey telling 🇮🇱 Israel what to do. That's pretty rich! 

Before lecturing anyone Turkey should:

✅ Get out of norther…"
2020-10-05 16:56:48,1313161228227932161,"RT @France24_en: 🇦🇲 ""#Armenia, and the Armenian people will back the people of #NagornoKarabakh. We cannot leave them undefended.""

Watch t…"
2020-10-05 16:56:48,1313161226650779648,RT @ArzuJaeed: #Armenia proceeds to commit a #warcrime with a missile attack on Mingachevir. Thankfully our air defense system blocked it.…
2020-10-05 16:56:48,1313161226374057988,RT @BMurselova: Armenia government has once again proved that it is a #Terrorist by targeting civilians and facilities in Ganja! @UNHumanRi…
2020-10-05 16:56:47,1313161222737584133,@UNWatch @antonioguterres #AzerbaijaniAggression #StopAzerbaijaniAggression #StopAliyev #StopErdoghan #StopTurkey … https://t.co/8vkP7HDCsv
2020-10-05 16:56:46,1313161217234665475,RT @nellyhay_: support for armenia #ArtsakhStrong #Artsakh https://t.co/M2U7Igo6aD
2020-10-05 16:56:45,1313161215535976457,"RT @khalilvam: Hikmet Hajiyev, spokesman for the Azerbaijani Presidency, twitted: “Indiscriminate Missile attacks are launched against Ganj…"
2020-10-05 16:56:45,1313161215506558976,RT @RuslanAhad: Evidence of Armenia's attack on Azerbaijan's critical civilian infrastructure. The rocket landed near the power block in Mi…
2020-10-05 16:56:45,1313161214864875529,"2 schoolchildren,as members of one destroyed family,were killed by Armenian forces' attack to our shell village of… https://t.co/U9Z0QKd4fq"
2020-10-05 16:56:45,1313161214579572743,"RT @JHeydarov: Here is the real face of armenia!
#TERRORISTARMENIA 
#Armenianagression https://t.co/PNlUERJjSc"
2020-10-05 16:56:45,1313161214474825730,War against Artsakh and Armenia is a war against civilization. #artsakhstrong #haghteluenq🙏💪🇦🇲 https://t.co/pejgpxHl6U
2020-10-05 16:56:45,1313161212905967619,"RT @FrontalAssault1: In a major development, Israeli President has spoken with his Armenian counterpart today. Israel has been supporting A…"
2020-10-05 16:56:44,1313161211437957120,RT @nnnagieva: Evidence of Armenia's attack on Azerbaijan's critical civilian infrastructure. The rocket landed near the power block in Min…
2020-10-05 16:56:44,1313161210494418945,"RT @afgan_ajdaroglu: 2 schoolchildren,as  members of one destroyed family,were killed  by Armenian forces' attack to our shell village of N…"
2020-10-05 16:56:44,1313161208443203585,RT @TarekFatah: #Armenia supporters shut down Hollywood traffic; demand US support in conflict with #Azerbaijan https://t.co/fgWD4r9UGv
2020-10-05 16:56:44,1313161208418230273,RT @JafarzadeFatima: Elton John said he want peace for Armenia.Go open the map!See Karabakh belongs the territory of Azerbaijan!Where were…
2020-10-05 16:56:43,1313161207403012096,"RT @Reuters: Nagorno-Karabakh said Azeri forces launched rocket strikes on its administrative center, Stepanakert, while Azerbaijan said Ar…"
2020-10-05 16:56:42,1313161202961444865,"RT @razminfo: Hikmet Hajiyev, Ilham Aliyev's aid announced that #Azerbaijan was shelled from the #Armenia'n territory.
However, fire direct…"
2020-10-05 16:56:42,1313161202265137153,RT @ishaantharoor: My latest: The war in the Caucasus could turn into a regional calamity https://t.co/G5hhhgbyWR
2020-10-05 16:56:42,1313161201602494464,"RT @AvinyanTigran: Since the first day of the AZ aggression, the #Azerbaijan'i forces have been targeting the settlements &amp; civ. infrastruc…"
2020-10-05 16:56:42,1313161200591671296,"RT @Nargila96817917: Hikmet Hajiyev, spokesman for the Azerbaijani Presidency, twitted: “Indiscriminate Missile attacks are launched agains…"
2020-10-05 16:56:41,1313161199425646594,"RT @LukeDCoffey: 🚨Azerbaijani cities of Ganja &amp; Mingachevir under attack *again* by Armenia. Both cities are far from the frontlines. 

✔️G…"
2020-10-05 16:56:41,1313161198884532224,RT @ceyhun1878: Evidence of Armenia's attack on Azerbaijan's critical civilian infrastructure. The rocket landed near the power block in Mi…
2020-10-05 16:56:41,1313161198733602816,"RT @HikmetHajiyev: Intensive missile/rocket attacks by Armenia against Ganja, Mingachevir, Barda,Tartar and other major cities of Azerbaija…"
2020-10-05 16:56:41,1313161197496172546,"RT @raffiniziblian: Dear world, stop worrying &amp; telling us how concerning this war is. Please act! Call out #Erdogan &amp; demand that he leave…"
2020-10-05 16:56:40,1313161193440391169,"RT @HikmetHajiyev: NOW: Armenian armed forces are attacking densely populated civilian areas in Ganja, Barda, Beylagan and some other citie…"
2020-10-05 16:56:40,1313161192551206918,RT @artak2020: Correspondent of Armenia TV Company Norayr Hovsepyan rescued an old women during Stepanakert bombing. Here is an example whe…
